name,mode,pLI,pRec,pNull,ExAC_type
CERS3,Biallelic,0.000441004567942562,0.963363110859921,0.0361958845721359,Recessive
HLA-DRA,Unknown,0.700164889675938,0.296100199700572,0.00373491062348963,Dominant
GJA1,Both,0.215546849622465,0.775782971111432,0.00867017926610283,Recessive
GJA1,Monoallelic,0.215546849622465,0.775782971111432,0.00867017926610283,Recessive
GJA1,NA,0.215546849622465,0.775782971111432,0.00867017926610283,Recessive
PNPLA1,Biallelic,0.000465200350864785,0.96580380970625,0.0337309899428853,Recessive
CLDN1,Biallelic,0.0581349308262247,0.867215583377384,0.0746494857963918,Recessive
PPARG,Monoallelic,0.668218173785609,0.33072384451043,0.00105798170396124,Dominant
PPARG,Unknown,0.668218173785609,0.33072384451043,0.00105798170396124,Dominant
MBTPS2,X-Linked,0.94019932230867,0.0597510940110085,4.95836803217321e-05,Dominant
FOXN1,Biallelic,0.969497551741561,0.0304932311468119,9.21711162709766e-06,Dominant
LIPN,Biallelic,1.70698681214155e-07,0.234972515288598,0.76502731401272,None
TSPYL2,Unknown,0.874635827562653,0.125031878490285,0.000332293947061913,Dominant
CYP4F22,Biallelic,0.000303611080808048,0.986435517462578,0.013260871456614,Recessive
ALOXE3,Biallelic,2.16324720861559e-13,0.208653651322406,0.791346348677377,None
CYBB,NA,0.99769789816162,0.00230202104146977,8.079691052442e-08,Dominant
CYBB,X-Linked,0.99769789816162,0.00230202104146977,8.079691052442e-08,Dominant
SDR9C7,Biallelic,0.013528777168157,0.864775866156685,0.121695356675158,Recessive
GJB2,Both,1.02863295453376e-11,0.00164377442881105,0.998356225560903,None
GJB2,Monoallelic,1.02863295453376e-11,0.00164377442881105,0.998356225560903,None
GJB2,Unknown,1.02863295453376e-11,0.00164377442881105,0.998356225560903,None
ABCA12,Biallelic,2.02270864482359e-07,0.999999797728865,2.70254312270528e-13,Recessive
MVK,Biallelic,0.0421613966473064,0.95175801502389,0.00608058832880385,Recessive
MVK,Monoallelic,0.0421613966473064,0.95175801502389,0.00608058832880385,Recessive
MVD,Monoallelic,2.16344313538101e-12,0.0090134439976643,0.990986556000172,None
PMVK,Monoallelic,0.000305454915643329,0.574481042108404,0.425213502975953,Recessive
SLC17A9,Monoallelic,5.26686938450496e-08,0.395935867910527,0.604064079420779,None
SSH1,Monoallelic,0.987158740858356,0.0128412500900818,9.0515625562422e-09,Dominant
FDPS,Monoallelic,0.00175127849063184,0.972949491066754,0.0252992304426147,Recessive
SART3,Monoallelic,0.991709384753294,0.0082906151198877,1.26817934088647e-10,Dominant
SART3,Unknown,0.991709384753294,0.0082906151198877,1.26817934088647e-10,Dominant
IL22,Unknown,0.490718395700443,0.488244542170006,0.0210370621295509,Dominant
IL12RB1,Biallelic,1.17876777144483e-07,0.985490440584664,0.0145094415385592,Recessive
IL12RB1,Unknown,1.17876777144483e-07,0.985490440584664,0.0145094415385592,Recessive
FGFR2,Biallelic,0.999752493022751,0.000247506962823288,1.4425836982295e-11,Dominant
FGFR2,Both,0.999752493022751,0.000247506962823288,1.4425836982295e-11,Dominant
FGFR2,Monoallelic,0.999752493022751,0.000247506962823288,1.4425836982295e-11,Dominant
FGFR2,NA,0.999752493022751,0.000247506962823288,1.4425836982295e-11,Dominant
PSTPIP1,Monoallelic,0.000726150105344361,0.980795875695822,0.0184779741988336,Recessive
PSEN1,Monoallelic,0.997601160543998,0.00239875012598488,8.93300174152101e-08,Dominant
PSEN1,NA,0.997601160543998,0.00239875012598488,8.93300174152101e-08,Dominant
KRT17,Both,7.07353949751571e-06,0.722413326404874,0.277579600055629,Recessive
KRT17,Monoallelic,7.07353949751571e-06,0.722413326404874,0.277579600055629,Recessive
NCSTN,Monoallelic,0.999982342874537,1.76571248953442e-05,5.67191097468923e-13,Dominant
PSENEN,Monoallelic,0.535694860133088,0.449167649611101,0.0151374902558117,Dominant
MEFV,Both,1.12014488205382e-08,0.531732189990104,0.468267798808448,Recessive
MEFV,NA,1.12014488205382e-08,0.531732189990104,0.468267798808448,Recessive
HOXB13,Unknown,0.00987475094591023,0.821405115827386,0.168720133226704,Recessive
RNASEL,Unknown,8.98220456476748e-09,0.287779651188804,0.712220339828991,None
SPOP,Biallelic,0.992531222874917,0.00746734665153132,1.43047355174006e-06,Dominant
ELAC2,Biallelic,4.06301820140536e-11,0.920902554841294,0.0790974451180756,Recessive
ELAC2,Unknown,4.06301820140536e-11,0.920902554841294,0.0790974451180756,Recessive
HBB,Biallelic,1.02493118765881e-08,0.0133834873012062,0.986616502449482,None
HBB,Both,1.02493118765881e-08,0.0133834873012062,0.986616502449482,None
HBB,Monoallelic,1.02493118765881e-08,0.0133834873012062,0.986616502449482,None
HBB,NA,1.02493118765881e-08,0.0133834873012062,0.986616502449482,None
HIF1A,Unknown,0.980689532418508,0.0193104428974842,2.4684007697282e-08,Dominant
HBA2,Biallelic,0.448693557225498,0.452869562367643,0.0984368804068594,Recessive
HBA2,Both,0.448693557225498,0.452869562367643,0.0984368804068594,Recessive
HBA2,Monoallelic,0.448693557225498,0.452869562367643,0.0984368804068594,Recessive
EPAS1,Monoallelic,0.997628292931524,0.00237170351079056,3.55768560308448e-09,Dominant
EGLN1,Monoallelic,0.925890293932093,0.074024297135037,8.54089328703851e-05,Dominant
PKLR,Biallelic,1.00020289233933e-05,0.935829158886984,0.0641608390840923,Recessive
PKLR,Both,1.00020289233933e-05,0.935829158886984,0.0641608390840923,Recessive
EGLN3,Unknown,0.00264133555777407,0.790698520597503,0.206660143844723,Recessive
EGLN2,Unknown,0.286988738826209,0.708404391722654,0.00460686945113711,Recessive
EPOR,Monoallelic,0.058450671852552,0.924054964571437,0.0174943635760109,Recessive
VHL,Biallelic,0.0337352004297955,0.822793415038476,0.143471384531729,Recessive
VHL,Monoallelic,0.0337352004297955,0.822793415038476,0.143471384531729,Recessive
VHL,NA,0.0337352004297955,0.822793415038476,0.143471384531729,Recessive
BPGM,Biallelic,0.126322243893593,0.780127397916303,0.0935503581901044,Recessive
ERCC8,Biallelic,8.5728345941739e-09,0.281056490796018,0.718943500631148,None
ERCC8,NA,8.5728345941739e-09,0.281056490796018,0.718943500631148,None
UVSSA,Biallelic,8.88754059993399e-14,0.0188540909031245,0.981145909096787,None
ERCC6,Biallelic,5.00691675988158e-13,0.9992610992513,0.000738900748198946,Recessive
ERCC6,NA,5.00691675988158e-13,0.9992610992513,0.000738900748198946,Recessive
ERCC6,Unknown,5.00691675988158e-13,0.9992610992513,0.000738900748198946,Recessive
SLC45A2,Biallelic,7.85681140165749e-05,0.758913547297643,0.24100788458834,Recessive
SLC45A2,NA,7.85681140165749e-05,0.758913547297643,0.24100788458834,Recessive
GPR143,NA,0.672222023530739,0.32288811803786,0.00488985843140061,Dominant
GPR143,X-Linked,0.672222023530739,0.32288811803786,0.00488985843140061,Dominant
FRMD7,X-Linked,0.910660048623758,0.0893119909549348,2.79604213073176e-05,Dominant
OCA2,Biallelic,7.67937025845118e-12,0.641478269876385,0.358521730115936,Recessive
OCA2,NA,7.67937025845118e-12,0.641478269876385,0.358521730115936,Recessive
LYST,Biallelic,0.999978422869173,2.15771308269855e-05,5.0099958361365e-28,Dominant
SLC24A5,Biallelic,3.20459293064119e-05,0.799382975187712,0.200584978882982,Recessive
SLC24A5,NA,3.20459293064119e-05,0.799382975187712,0.200584978882982,Recessive
TYRP1,Biallelic,4.48055884907162e-21,2.52117897893201e-05,0.999974788210211,None
TYRP1,Monoallelic,4.48055884907162e-21,2.52117897893201e-05,0.999974788210211,None
TYRP1,NA,4.48055884907162e-21,2.52117897893201e-05,0.999974788210211,None
TYR,Biallelic,7.26380826960726e-21,3.35189436773727e-05,0.999966481056323,None
TYR,Both,7.26380826960726e-21,3.35189436773727e-05,0.999966481056323,None
TYR,Monoallelic,7.26380826960726e-21,3.35189436773727e-05,0.999966481056323,None
TYR,NA,7.26380826960726e-21,3.35189436773727e-05,0.999966481056323,None
GNAI3,Both,0.038811277618943,0.954295997368132,0.00689272501292476,Recessive
GNAI3,Monoallelic,0.038811277618943,0.954295997368132,0.00689272501292476,Recessive
CACNA1A,Monoallelic,0.999999999776293,2.23706856981785e-10,1.12006530976621e-27,Dominant
CACNA1A,NA,0.999999999776293,2.23706856981785e-10,1.12006530976621e-27,Dominant
DGUOK,Biallelic,0.368434604695276,0.629154813457802,0.00241058184692144,Recessive
SAMHD1,Biallelic,1.50497735378024e-05,0.999637778144474,0.000347172081988005,Recessive
SAMHD1,Both,1.50497735378024e-05,0.999637778144474,0.000347172081988005,Recessive
SAMHD1,NA,1.50497735378024e-05,0.999637778144474,0.000347172081988005,Recessive
SAMHD1,Unknown,1.50497735378024e-05,0.999637778144474,0.000347172081988005,Recessive
RNASEH2A,Biallelic,0.0500791342521709,0.927859339492098,0.0220615262557316,Recessive
RNASEH2A,NA,0.0500791342521709,0.927859339492098,0.0220615262557316,Recessive
RNASEH2A,Unknown,0.0500791342521709,0.927859339492098,0.0220615262557316,Recessive
RNASEH2B,Biallelic,1.29919624387268e-09,0.0536879346944041,0.9463120640064,None
RNASEH2B,NA,1.29919624387268e-09,0.0536879346944041,0.9463120640064,None
RNASEH2B,Unknown,1.29919624387268e-09,0.0536879346944041,0.9463120640064,None
RNASEH2C,Biallelic,0.511931591971642,0.470023276894282,0.0180451311340759,Dominant
RNASEH2C,NA,0.511931591971642,0.470023276894282,0.0180451311340759,Dominant
RNASEH2C,Unknown,0.511931591971642,0.470023276894282,0.0180451311340759,Dominant
TREX1,Biallelic,0.093340719174628,0.767733119586948,0.138926161238424,Recessive
TREX1,Both,0.093340719174628,0.767733119586948,0.138926161238424,Recessive
TREX1,NA,0.093340719174628,0.767733119586948,0.138926161238424,Recessive
TREX1,Unknown,0.093340719174628,0.767733119586948,0.138926161238424,Recessive
KMT2D,Monoallelic,0.999999999999995,5.39357356800153e-15,8.78426426981725e-44,Dominant
KMT2D,NA,0.999999999999995,5.39357356800153e-15,8.78426426981725e-44,Dominant
RAP1A,Biallelic,0.934189797815675,0.0655008605875022,0.000309341596823083,Dominant
KDM6A,NA,0.999987120523081,1.28794769079343e-05,1.07683082927076e-14,Dominant
KDM6A,Unknown,0.999987120523081,1.28794769079343e-05,1.07683082927076e-14,Dominant
KDM6A,X-Linked,0.999987120523081,1.28794769079343e-05,1.07683082927076e-14,Dominant
RAP1B,Monoallelic,0.936825076137946,0.0628958302506959,0.00027909361135797,Dominant
SLC16A1,Both,0.826067878054453,0.173769399752594,0.000162722192953287,Dominant
SLC16A1,Monoallelic,0.826067878054453,0.173769399752594,0.000162722192953287,Dominant
LDHA,Biallelic,0.058657590294526,0.923941779282667,0.0174006304228071,Recessive
GYG2,X-Linked,1.70507761922303e-05,0.436900721057361,0.563082228166447,None
PHKG2,Biallelic,0.0216344941814238,0.974964721884212,0.00340078393436437,Recessive
PHKG2,NA,0.0216344941814238,0.974964721884212,0.00340078393436437,Recessive
SLC37A4,Biallelic,0.000674732363421853,0.913893407618289,0.0854318600182897,Recessive
SLC37A4,NA,0.000674732363421853,0.913893407618289,0.0854318600182897,Recessive
PFKL,Unknown,3.68287250532775e-10,0.753100795274505,0.246899204357208,Recessive
G6PC,Biallelic,0.00181135620983483,0.899736377134395,0.0984522666557705,Recessive
G6PC,NA,0.00181135620983483,0.899736377134395,0.0984522666557705,Recessive
NHLRC1,Biallelic,0.0360065335308677,0.830381472217118,0.133611994252014,Recessive
NHLRC1,Unknown,0.0360065335308677,0.830381472217118,0.133611994252014,Recessive
MCEE,Biallelic,0.00211926018791901,0.511926790619057,0.485953949193024,Recessive
MCEE,NA,0.00211926018791901,0.511926790619057,0.485953949193024,Recessive
BTD,Biallelic,1.28845384445698e-06,0.210972260112517,0.789026451433638,None
BTD,NA,1.28845384445698e-06,0.210972260112517,0.789026451433638,None
PFKM,Biallelic,6.03263003776653e-07,0.99970780233128,0.000291594405716478,Recessive
GYS1,Biallelic,0.00832267410134216,0.991561605006237,0.000115720892421095,Recessive
ALDOA,Biallelic,0.0248344029134968,0.961826713136046,0.0133388839504577,Recessive
PYGM,Biallelic,2.61594230276409e-08,0.994722305217651,0.00527766862292549,Recessive
PYGM,NA,2.61594230276409e-08,0.994722305217651,0.00527766862292549,Recessive
PCCA,Biallelic,2.13324738593485e-10,0.852149109450278,0.147850890336397,Recessive
IVD,Biallelic,1.7312786559084e-11,0.0579628458354764,0.942037154147211,None
SLC2A2,Biallelic,7.53167438901512e-05,0.980362440422839,0.0195622428332711,Recessive
SLC27A5,Biallelic,7.7072921738533e-08,0.708267610246283,0.291732312680795,Recessive
PHKB,Biallelic,3.16119097774812e-10,0.999792045303077,0.00020795438080384,Recessive
GAA,Biallelic,4.62006515849408e-11,0.781839837847216,0.218160162106584,Recessive
GAA,NA,4.62006515849408e-11,0.781839837847216,0.218160162106584,Recessive
PYGL,Biallelic,1.31337485605572e-09,0.98453943941942,0.0154605592672049,Recessive
PYGL,NA,1.31337485605572e-09,0.98453943941942,0.0154605592672049,Recessive
PGK1,Unknown,0.971138951857199,0.028821438527794,3.96096150065934e-05,Dominant
PGK1,X-Linked,0.971138951857199,0.028821438527794,3.96096150065934e-05,Dominant
ALDOB,Biallelic,0.000813754198789228,0.930904000505963,0.0682822452952474,Recessive
ENO3,Biallelic,6.90899000171878e-11,0.0677193085189577,0.932280691411952,None
ENO3,NA,6.90899000171878e-11,0.0677193085189577,0.932280691411952,None
PRKAG2,Monoallelic,0.977557428638321,0.022442394626663,1.76735016195424e-07,Dominant
GBE1,Biallelic,1.17856543699791e-13,0.042480254367404,0.957519745632478,None
GBE1,NA,1.17856543699791e-13,0.042480254367404,0.957519745632478,None
PCCB,Biallelic,0.000735839433891269,0.995460688827364,0.00380347173874471,Recessive
ABCC8,Both,3.93872340599153e-15,0.998700875995371,0.00129912400462509,Recessive
ABCC8,Monoallelic,3.93872340599153e-15,0.998700875995371,0.00129912400462509,Recessive
ABCC8,NA,3.93872340599153e-15,0.998700875995371,0.00129912400462509,Recessive
ABCC8,Unknown,3.93872340599153e-15,0.998700875995371,0.00129912400462509,Recessive
OXCT1,Biallelic,0.267382736691876,0.732571418313359,4.58449947652094e-05,Recessive
GYS2,Biallelic,1.21631815172674e-14,0.146486871159475,0.853513128840512,None
GYS2,NA,1.21631815172674e-14,0.146486871159475,0.853513128840512,None
LAMP2,NA,0.949783835469488,0.0500592363121834,0.000156928218328767,Dominant
LAMP2,Unknown,0.949783835469488,0.0500592363121834,0.000156928218328767,Dominant
LAMP2,X-Linked,0.949783835469488,0.0500592363121834,0.000156928218328767,Dominant
EPM2A,Biallelic,3.58971451329325e-05,0.368559658109774,0.631404444745093,None
EPM2A,Unknown,3.58971451329325e-05,0.368559658109774,0.631404444745093,None
PGAM2,Biallelic,0.000842261527216773,0.552920125785142,0.446237612687641,Recessive
GYG1,Biallelic,6.90635734321028e-07,0.463117900376276,0.53688140898799,None
PC,Biallelic,0.716435670079512,0.283564106696938,2.23223549868594e-07,Dominant
HLCS,Biallelic,0.486548323659441,0.513252415191493,0.000199261149065693,Recessive
BAAT,Biallelic,7.96375042041763e-06,0.508361400928261,0.491630635321319,Recessive
PGM1,Biallelic,9.96139807231456e-06,0.935507180397983,0.0644828582039446,Recessive
PGM1,NA,9.96139807231456e-06,0.935507180397983,0.0644828582039446,Recessive
FBP1,Biallelic,0.0985907926556028,0.866512033387524,0.0348971739568735,Recessive
PHKA2,NA,0.908082279776674,0.0919177100094641,1.0213862316323e-08,Dominant
PHKA2,X-Linked,0.908082279776674,0.0919177100094641,1.0213862316323e-08,Dominant
CASQ2,Biallelic,1.06548301273598e-06,0.554092469882277,0.44590646463471,Recessive
CASQ2,NA,1.06548301273598e-06,0.554092469882277,0.44590646463471,Recessive
CASQ2,Unknown,1.06548301273598e-06,0.554092469882277,0.44590646463471,Recessive
MYH7,Both,0.000145766291646031,0.999854233523213,1.85141250905742e-10,Recessive
MYH7,Monoallelic,0.000145766291646031,0.999854233523213,1.85141250905742e-10,Recessive
TNNT2,Monoallelic,0.01285284006076,0.98565465611574,0.00149250382349972,Recessive
TPM1,Monoallelic,0.79947002234679,0.200288928387985,0.000241049265224264,Dominant
DNAJC19,Biallelic,0.0144036901582712,0.872072687395186,0.113523622446543,Recessive
DNAJC19,NA,0.0144036901582712,0.872072687395186,0.113523622446543,Recessive
SDHA,Biallelic,9.3872916167157e-06,0.996636308369499,0.00335430433888413,Recessive
SDHA,Both,9.3872916167157e-06,0.996636308369499,0.00335430433888413,Recessive
SDHA,Monoallelic,9.3872916167157e-06,0.996636308369499,0.00335430433888413,Recessive
SDHA,NA,9.3872916167157e-06,0.996636308369499,0.00335430433888413,Recessive
DTNA,Monoallelic,0.921398185265569,0.0786016478666321,1.66867799264866e-07,Dominant
LMNA,Biallelic,0.993449023376761,0.00655076650730545,2.10115933918212e-07,Dominant
LMNA,Both,0.993449023376761,0.00655076650730545,2.10115933918212e-07,Dominant
LMNA,Monoallelic,0.993449023376761,0.00655076650730545,2.10115933918212e-07,Dominant
LMNA,NA,0.993449023376761,0.00655076650730545,2.10115933918212e-07,Dominant
TAZ,Both,0.966526482271322,0.0334163363322911,5.71813963868379e-05,Dominant
TAZ,NA,0.966526482271322,0.0334163363322911,5.71813963868379e-05,Dominant
TAZ,X-Linked,0.966526482271322,0.0334163363322911,5.71813963868379e-05,Dominant
PRDM16,Monoallelic,0.999843194473124,0.000156805522131504,4.74503772018985e-12,Dominant
PRDM16,NA,0.999843194473124,0.000156805522131504,4.74503772018985e-12,Dominant
PRDM16,Unknown,0.999843194473124,0.000156805522131504,4.74503772018985e-12,Dominant
LDB3,Monoallelic,0.000214849555827575,0.995279650419609,0.00450550002456353,Recessive
TNNI3,Biallelic,0.171895313040915,0.814590936344473,0.0135137506146117,Recessive
TNNI3,Both,0.171895313040915,0.814590936344473,0.0135137506146117,Recessive
TNNI3,Monoallelic,0.171895313040915,0.814590936344473,0.0135137506146117,Recessive
TNNI3,NA,0.171895313040915,0.814590936344473,0.0135137506146117,Recessive
